timestamp,temperature_C,voltage_V,current_A
2025-07-19 18:14:15.302031,149.0,1.352,0.007
2025-07-19 18:14:22.314685,149.0,3.884,0.019
2025-07-19 18:14:29.340410,149.0,4.771,0.029
2025-07-19 18:14:36.365565,149.0,5.482,0.039
2025-07-19 18:14:43.381514,149.0,6.03,0.049
2025-07-19 18:14:50.404873,149.0,6.516,0.059
2025-07-19 18:14:57.418486,149.0,6.984,0.069
2025-07-19 18:15:04.445672,149.0,7.401,0.079
2025-07-19 18:15:11.468991,149.0,7.777,0.089
2025-07-19 18:15:18.486293,149.0,8.1,0.099
2025-07-19 18:15:25.512185,149.0,8.405,0.109
2025-07-19 18:15:32.533939,149.0,8.558,0.119
2025-07-19 18:15:39.548535,149.0,8.845,0.129
2025-07-19 18:15:46.573787,149.0,9.123,0.139
2025-07-19 18:15:53.601804,149.0,9.391,0.149
2025-07-19 18:16:00.613840,149.0,9.628,0.159
2025-07-19 18:16:07.646536,149.0,9.85,0.169
2025-07-19 18:16:14.666288,149.0,10.048,0.179
2025-07-19 18:16:21.677582,149.0,10.224,0.189
2025-07-19 18:16:28.703249,149.0,10.457,0.199
2025-07-19 18:16:35.722477,149.0,10.605,0.209
2025-07-19 18:16:42.742191,149.0,10.651,0.219
2025-07-19 18:16:49.762283,149.0,10.723,0.229
2025-07-19 18:16:56.792994,156.3,10.755,0.239
2025-07-19 18:17:03.813337,165.7,10.719,0.249
2025-07-19 18:17:10.833146,174.6,10.652,0.259
2025-07-19 18:17:17.853303,183.5,10.618,0.269
2025-07-19 18:17:24.872545,191.8,10.605,0.279
2025-07-19 18:17:31.903073,200.3,10.515,0.289
2025-07-19 18:17:38.922232,208.4,10.474,0.299
2025-07-19 18:17:45.952816,216.7,10.396,0.309
2025-07-19 18:17:52.969277,225.0,10.338,0.319
2025-07-19 18:17:59.991909,232.9,10.305,0.329
2025-07-19 18:18:07.013072,241.2,10.138,0.339
2025-07-19 18:18:14.031767,248.7,10.144,0.349
2025-07-19 18:18:21.048584,256.5,10.113,0.359
2025-07-19 18:18:28.071060,264.6,10.136,0.369
2025-07-19 18:18:35.091900,272.9,10.206,0.379
2025-07-19 18:18:42.122778,282.0,10.281,0.389
2025-07-19 18:18:49.151563,291.5,10.273,0.399
2025-07-19 18:18:56.169917,301.3,10.392,0.409
2025-07-19 18:19:03.188315,311.1,10.8,0.419
2025-07-19 18:19:10.211729,322.8,11.001,0.429
2025-07-19 18:19:17.227861,337.0,11.433,0.439
2025-07-19 18:19:24.251753,352.7,11.161,0.449
2025-07-19 18:19:31.267752,365.0,10.931,0.459
2025-07-19 18:19:38.281425,373.3,10.698,0.469
2025-07-19 18:19:45.312745,380.5,10.476,0.479
2025-07-19 18:19:52.331041,386.8,10.259,0.489
2025-07-19 18:19:59.345489,392.2,10.005,0.499
2025-07-19 18:20:06.360950,396.6,9.812,0.509
2025-07-19 18:20:13.379214,400.1,9.655,0.519
2025-07-19 18:20:20.399504,403.9,9.508,0.529
2025-07-19 18:20:27.425240,407.7,9.374,0.539
2025-07-19 18:20:34.451570,411.7,9.259,0.549
2025-07-19 18:20:41.468763,415.8,9.154,0.559
2025-07-19 18:20:48.490934,419.9,9.092,0.569
2025-07-19 18:20:55.507839,424.6,9.012,0.579
2025-07-19 18:21:02.530171,429.0,8.919,0.589
2025-07-19 18:21:09.550596,433.5,8.851,0.599
2025-07-19 18:21:16.580435,438.1,8.787,0.609
2025-07-19 18:21:23.593249,442.7,8.739,0.619
2025-07-19 18:21:30.610076,447.6,8.673,0.629
2025-07-19 18:21:37.632311,452.3,8.627,0.639
2025-07-19 18:21:44.646951,457.2,8.58,0.649
2025-07-19 18:21:51.669222,462.3,8.54,0.659
2025-07-19 18:21:58.683592,467.3,8.505,0.669
2025-07-19 18:22:05.712808,472.3,8.47,0.679
2025-07-19 18:22:12.729505,477.6,8.444,0.689
2025-07-19 18:22:19.758881,482.9,8.424,0.699
2025-07-19 18:22:26.784655,488.2,8.411,0.709
2025-07-19 18:22:33.804522,493.7,8.405,0.719
2025-07-19 18:22:40.827306,499.3,8.392,0.729
2025-07-19 18:22:47.848553,505.1,8.392,0.739
2025-07-19 18:22:54.878725,511.2,8.406,0.749
2025-07-19 18:23:01.898653,517.1,8.398,0.759
2025-07-19 18:23:08.918104,523.4,8.412,0.769
2025-07-19 18:23:15.937548,529.5,8.413,0.779
2025-07-19 18:23:22.958176,535.8,8.435,0.789
2025-07-19 18:23:29.979325,542.2,8.452,0.799
2025-07-19 18:23:36.997918,548.7,8.475,0.809
2025-07-19 18:23:46.028570,556.3,8.234,0.799
2025-07-19 18:23:53.045252,553.1,8.106,0.789
2025-07-19 18:24:00.067415,549.4,8.087,0.789
2025-07-19 18:24:07.077958,548.8,8.075,0.789
2025-07-19 18:24:14.107352,549.0,8.064,0.789
2025-07-19 18:24:21.123940,549.6,8.055,0.789
2025-07-19 18:24:28.147319,550.3,8.046,0.789
2025-07-19 18:24:35.163528,551.1,8.041,0.789
2025-07-19 18:24:42.185158,552.1,8.033,0.789
2025-07-19 18:24:49.202011,553.1,7.917,0.779
2025-07-19 18:24:56.225981,550.3,7.898,0.779
2025-07-19 18:25:03.251430,549.7,7.887,0.779
2025-07-19 18:25:10.267844,549.7,7.879,0.779
2025-07-19 18:25:17.294384,550.1,7.871,0.779
2025-07-19 18:25:24.315825,550.6,7.864,0.779
2025-07-19 18:25:31.338627,551.2,7.855,0.779
2025-07-19 18:25:38.356331,551.9,7.846,0.779
2025-07-19 18:25:45.370988,552.5,7.832,0.779
2025-07-19 18:25:52.395519,553.1,7.744,0.769
2025-07-19 18:25:59.415047,550.6,7.718,0.769
2025-07-19 18:26:06.444662,549.7,7.704,0.769
2025-07-19 18:26:13.457946,549.4,7.694,0.769
2025-07-19 18:26:20.482890,549.3,7.686,0.769
2025-07-19 18:26:27.500037,549.4,7.679,0.769
2025-07-19 18:26:34.517565,549.7,7.673,0.769
2025-07-19 18:26:41.540557,550.0,7.667,0.769
2025-07-19 18:26:48.564289,550.3,7.661,0.769
2025-07-19 18:26:55.579614,550.6,7.656,0.769
2025-07-19 18:27:02.596404,551.0,7.65,0.769
2025-07-19 18:27:09.625809,551.3,7.645,0.769
2025-07-19 18:27:16.634443,551.7,7.64,0.769
2025-07-19 18:27:23.655245,552.1,7.634,0.769
2025-07-19 18:27:30.691673,552.4,7.629,0.769
2025-07-19 18:27:37.705654,552.7,7.621,0.769
2025-07-19 18:27:44.725349,553.0,7.614,0.769
2025-07-19 18:27:51.745239,553.3,7.629,0.759
2025-07-19 18:27:58.774069,552.9,7.6,0.759
2025-07-19 18:28:05.795119,552.1,7.586,0.759
2025-07-19 18:28:12.811828,551.7,7.575,0.759
2025-07-19 18:28:19.833771,551.5,7.569,0.759
2025-07-19 18:28:26.864423,551.5,7.562,0.759
2025-07-19 18:28:33.894287,551.4,7.557,0.759
2025-07-19 18:28:40.914717,551.4,7.553,0.759
2025-07-19 18:28:47.934140,551.5,7.549,0.759
2025-07-19 18:28:54.963462,551.6,7.546,0.759
2025-07-19 18:29:01.983910,551.7,7.542,0.759
2025-07-19 18:29:09.003235,551.7,7.54,0.759
2025-07-19 18:29:16.033604,551.9,7.536,0.759
2025-07-19 18:29:23.052854,552.0,7.534,0.759
2025-07-19 18:29:30.070504,552.1,7.531,0.759
2025-07-19 18:29:37.101509,552.2,7.528,0.759
2025-07-19 18:29:44.129820,552.3,7.526,0.759
2025-07-19 18:29:51.150310,552.4,7.523,0.759
2025-07-19 18:29:58.170740,552.5,7.52,0.759
2025-07-19 18:30:05.185242,552.6,7.517,0.759
2025-07-19 18:30:12.209126,552.8,7.514,0.759
2025-07-19 18:30:19.228350,552.8,7.511,0.759
2025-07-19 18:30:26.258868,552.9,7.508,0.759
2025-07-19 18:30:33.281520,553.0,7.505,0.759
2025-07-19 18:30:40.299994,553.0,7.502,0.759
2025-07-19 18:30:47.323410,553.1,7.48,0.749
2025-07-19 18:30:54.339640,551.7,7.464,0.749
2025-07-19 18:31:01.367011,550.9,7.452,0.749
2025-07-19 18:31:08.390326,550.2,7.444,0.749
2025-07-19 18:31:15.412801,549.8,7.438,0.749
2025-07-19 18:31:22.429202,549.4,7.433,0.749
2025-07-19 18:31:29.447724,549.1,7.428,0.749
2025-07-19 18:31:36.469558,548.9,7.424,0.749
2025-07-19 18:31:43.491806,548.7,7.421,0.749
2025-07-19 18:31:50.510214,548.5,7.419,0.749
2025-07-19 18:31:57.530093,548.4,7.415,0.749
2025-07-19 18:32:04.548152,548.2,7.413,0.749
2025-07-19 18:32:11.572512,548.1,7.41,0.749
2025-07-19 18:32:18.587922,548.0,7.408,0.749
2025-07-19 18:32:25.605565,547.9,7.406,0.749
2025-07-19 18:32:32.637892,547.8,7.404,0.749
2025-07-19 18:32:39.661581,547.7,7.402,0.749
2025-07-19 18:32:46.677356,547.7,7.4,0.749
2025-07-19 18:32:53.693672,547.6,7.398,0.749
2025-07-19 18:33:00.707058,547.5,7.396,0.749
2025-07-19 18:33:07.726792,547.4,7.395,0.749
2025-07-19 18:33:14.747008,547.3,7.393,0.749
2025-07-19 18:33:21.778102,547.2,7.391,0.749
2025-07-19 18:33:28.797872,547.2,7.39,0.749
2025-07-19 18:33:35.827549,547.1,7.388,0.749
2025-07-19 18:33:42.856781,547.0,7.387,0.749
2025-07-19 18:33:49.887694,546.9,7.483,0.759
2025-07-19 18:33:56.906980,550.7,7.483,0.759
2025-07-19 18:34:03.923566,551.5,7.483,0.759
2025-07-19 18:34:10.950362,552.0,7.482,0.759
2025-07-19 18:34:17.969863,552.3,7.482,0.759
2025-07-19 18:34:24.989933,552.5,7.481,0.759
2025-07-19 18:34:32.006551,552.7,7.48,0.759
2025-07-19 18:34:39.033223,552.8,7.479,0.759
2025-07-19 18:34:46.059338,552.9,7.478,0.759
2025-07-19 18:34:53.080827,553.0,7.478,0.759
2025-07-19 18:35:00.099573,553.1,7.379,0.749
2025-07-19 18:35:07.126893,549.5,7.375,0.749
2025-07-19 18:35:14.154157,548.4,7.372,0.749
2025-07-19 18:35:21.169649,547.8,7.37,0.749
2025-07-19 18:35:28.195819,547.4,7.368,0.749
2025-07-19 18:35:35.212861,547.1,7.366,0.749
2025-07-19 18:35:42.233252,546.8,7.462,0.759
2025-07-19 18:35:49.256395,550.5,7.464,0.759
2025-07-19 18:35:56.271967,551.2,7.463,0.759
2025-07-19 18:36:03.298816,551.6,7.463,0.759
2025-07-19 18:36:10.315255,551.8,7.462,0.759
2025-07-19 18:36:17.337666,551.9,7.461,0.759
2025-07-19 18:36:24.365171,552.0,7.46,0.759
2025-07-19 18:36:31.381570,552.0,7.459,0.759
2025-07-19 18:36:38.407451,552.0,7.457,0.759
2025-07-19 18:36:45.426742,551.9,7.456,0.759
2025-07-19 18:36:52.452835,551.9,7.454,0.759
2025-07-19 18:36:59.460657,551.8,7.453,0.759
2025-07-19 18:37:06.490463,551.8,7.452,0.759
2025-07-19 18:37:13.505595,551.7,7.451,0.759
2025-07-19 18:37:20.524092,551.7,7.45,0.759
2025-07-19 18:37:27.550561,551.6,7.449,0.759
2025-07-19 18:37:34.558290,551.5,7.447,0.759
2025-07-19 18:37:41.574430,551.5,7.446,0.759
2025-07-19 18:37:48.591289,551.4,7.445,0.759
2025-07-19 18:37:55.610130,551.3,7.444,0.759
2025-07-19 18:38:02.624056,551.2,7.443,0.759
2025-07-19 18:38:09.641680,551.1,7.442,0.759
2025-07-19 18:38:16.661019,551.1,7.441,0.759
2025-07-19 18:38:23.683450,551.0,7.44,0.759
2025-07-19 18:38:30.709481,550.9,7.439,0.759
2025-07-19 18:38:37.720523,550.8,7.438,0.759
2025-07-19 18:38:44.755514,550.7,7.437,0.759
2025-07-19 18:38:51.760842,550.6,7.436,0.759
2025-07-19 18:38:58.778359,550.5,7.435,0.759
2025-07-19 18:39:05.801972,550.5,7.434,0.759
2025-07-19 18:39:12.817190,550.4,7.433,0.759
2025-07-19 18:39:19.834707,550.3,7.432,0.759
2025-07-19 18:39:26.852033,550.2,7.431,0.759
2025-07-19 18:39:33.867427,550.1,7.43,0.759
2025-07-19 18:39:40.886357,550.0,7.429,0.759
2025-07-19 18:39:47.904719,549.9,7.429,0.759
2025-07-19 18:39:54.922799,549.9,7.428,0.759
2025-07-19 18:40:01.939973,549.8,7.427,0.759
2025-07-19 18:40:08.964661,549.7,7.426,0.759
2025-07-19 18:40:15.985825,549.6,7.426,0.759
2025-07-19 18:40:23.010365,549.5,7.425,0.759
2025-07-19 18:40:30.018599,549.4,7.424,0.759
2025-07-19 18:40:37.043257,549.4,7.423,0.759
2025-07-19 18:40:44.059874,549.3,7.422,0.759
2025-07-19 18:40:51.068345,549.2,7.422,0.759
2025-07-19 18:40:58.103394,549.1,7.421,0.759
2025-07-19 18:41:05.114113,549.0,7.42,0.759
2025-07-19 18:41:12.131762,549.0,7.42,0.759
2025-07-19 18:41:19.160975,548.9,7.419,0.759
2025-07-19 18:41:26.186884,548.8,7.419,0.759
2025-07-19 18:41:33.193262,548.7,7.418,0.759
2025-07-19 18:41:40.221669,548.7,7.418,0.759
2025-07-19 18:41:47.238529,548.6,7.417,0.759
2025-07-19 18:41:54.266732,548.5,7.416,0.759
2025-07-19 18:42:01.292138,548.4,7.416,0.759
2025-07-19 18:42:08.312323,548.4,7.416,0.759
2025-07-19 18:42:15.328744,548.3,7.415,0.759
2025-07-19 18:42:22.357291,548.2,7.414,0.759
2025-07-19 18:42:29.382680,548.2,7.414,0.759
2025-07-19 18:42:36.391361,548.1,7.413,0.759
2025-07-19 18:42:43.408895,548.0,7.412,0.759
2025-07-19 18:42:50.426122,548.0,7.412,0.759
2025-07-19 18:42:57.456478,547.9,7.411,0.759
2025-07-19 18:43:04.482095,547.8,7.41,0.759
2025-07-19 18:43:11.490507,547.8,7.41,0.759
2025-07-19 18:43:18.518874,547.7,7.409,0.759
2025-07-19 18:43:25.538267,547.7,7.408,0.759
2025-07-19 18:43:32.571532,547.6,7.408,0.759
2025-07-19 18:43:39.586956,547.5,7.407,0.759
2025-07-19 18:43:46.620960,547.5,7.406,0.759
2025-07-19 18:43:53.625619,547.4,7.405,0.759
2025-07-19 18:44:00.644089,547.4,7.405,0.759
2025-07-19 18:44:07.670304,547.3,7.404,0.759
2025-07-19 18:44:14.679867,547.2,7.403,0.759
2025-07-19 18:44:21.707189,547.2,7.403,0.759
2025-07-19 18:44:28.718394,547.1,7.402,0.759
2025-07-19 18:44:35.734102,547.1,7.401,0.759
2025-07-19 18:44:42.749557,547.0,7.401,0.759
2025-07-19 18:44:49.766799,547.0,7.4,0.759
2025-07-19 18:44:56.792315,546.9,7.494,0.769
2025-07-19 18:45:03.809326,550.7,7.495,0.769
2025-07-19 18:45:10.833900,551.6,7.496,0.769
2025-07-19 18:45:17.853738,552.1,7.496,0.769
2025-07-19 18:45:24.868470,552.4,7.496,0.769
2025-07-19 18:45:31.897024,552.6,7.495,0.769
2025-07-19 18:45:38.915449,552.8,7.495,0.769
2025-07-19 18:45:45.931629,552.9,7.495,0.769
2025-07-19 18:45:52.953010,553.0,7.494,0.769
2025-07-19 18:45:59.971585,553.1,7.399,0.759
2025-07-19 18:46:06.992753,549.4,7.395,0.759
2025-07-19 18:46:14.021371,548.5,7.393,0.759
2025-07-19 18:46:21.038607,547.9,7.392,0.759
2025-07-19 18:46:28.068276,547.6,7.391,0.759
2025-07-19 18:46:35.086368,547.3,7.39,0.759
2025-07-19 18:46:42.113724,547.1,7.39,0.759
2025-07-19 18:46:49.118888,546.9,7.483,0.769
2025-07-19 18:46:56.139718,550.6,7.485,0.769
2025-07-19 18:47:03.167508,551.4,7.486,0.769
2025-07-19 18:47:10.186230,551.9,7.486,0.769
2025-07-19 18:47:17.211614,552.2,7.486,0.769
2025-07-19 18:47:24.220313,552.4,7.486,0.769
2025-07-19 18:47:31.251528,552.5,7.486,0.769
2025-07-19 18:47:38.265539,552.6,7.485,0.769
2025-07-19 18:47:45.285947,552.7,7.485,0.769
2025-07-19 18:47:52.312154,552.7,7.485,0.769
2025-07-19 18:47:59.318641,552.8,7.484,0.769
2025-07-19 18:48:06.355099,552.8,7.483,0.769
2025-07-19 18:48:13.364203,552.8,7.483,0.769
2025-07-19 18:48:20.390244,552.8,7.482,0.769
2025-07-19 18:48:27.417461,552.8,7.481,0.769
2025-07-19 18:48:34.445797,552.9,7.481,0.769
2025-07-19 18:48:41.460494,552.9,7.481,0.769
2025-07-19 18:48:48.477600,552.9,7.48,0.769
2025-07-19 18:48:55.512756,552.9,7.479,0.769
2025-07-19 18:49:02.530638,552.9,7.479,0.769
2025-07-19 18:49:09.557092,552.9,7.478,0.769
2025-07-19 18:49:16.576487,552.9,7.477,0.769
2025-07-19 18:49:23.595731,552.9,7.477,0.769
2025-07-19 18:49:30.610313,552.9,7.475,0.769
2025-07-19 18:49:37.638643,552.8,7.473,0.769
2025-07-19 18:49:44.666101,552.8,7.473,0.769
2025-07-19 18:49:51.673674,552.8,7.472,0.769
2025-07-19 18:49:58.690847,552.8,7.472,0.769
2025-07-19 18:50:05.718268,552.7,7.471,0.769
2025-07-19 18:50:12.745192,552.7,7.47,0.769
2025-07-19 18:50:19.767577,552.7,7.47,0.769
2025-07-19 18:50:26.783481,552.7,7.469,0.769
2025-07-19 18:50:33.799771,552.7,7.469,0.769
2025-07-19 18:50:40.818372,552.7,7.468,0.769
2025-07-19 18:50:47.854661,552.7,7.467,0.769
2025-07-19 18:50:54.866124,552.7,7.467,0.769
2025-07-19 18:51:01.891670,552.7,7.466,0.769
2025-07-19 18:51:08.898115,552.7,7.466,0.769
2025-07-19 18:51:15.924682,552.7,7.465,0.769
2025-07-19 18:51:22.939228,552.7,7.464,0.769
2025-07-19 18:51:29.955289,552.7,7.464,0.769
2025-07-19 18:51:36.985284,552.7,7.463,0.769
2025-07-19 18:51:44.012770,552.6,7.463,0.769
2025-07-19 18:51:51.038525,552.6,7.462,0.769
2025-07-19 18:51:58.049283,552.6,7.461,0.769
2025-07-19 18:52:05.074518,552.6,7.461,0.769
2025-07-19 18:52:12.103633,552.6,7.46,0.769
2025-07-19 18:52:19.130914,552.6,7.46,0.769
2025-07-19 18:52:26.148398,552.6,7.459,0.769
2025-07-19 18:52:33.168754,552.6,7.458,0.769
2025-07-19 18:52:40.191292,552.6,7.457,0.769
2025-07-19 18:52:47.200797,552.6,7.457,0.769
2025-07-19 18:52:54.218362,552.6,7.456,0.769
2025-07-19 18:53:01.245794,552.6,7.456,0.769
2025-07-19 18:53:08.264484,552.6,7.455,0.769
2025-07-19 18:53:15.283212,552.6,7.455,0.769
2025-07-19 18:53:22.310617,552.6,7.454,0.769
2025-07-19 18:53:29.326053,552.6,7.453,0.769
2025-07-19 18:53:36.352754,552.6,7.453,0.769
2025-07-19 18:53:43.377733,552.6,7.452,0.769
2025-07-19 18:53:50.398425,552.5,7.452,0.769
2025-07-19 18:53:57.424718,552.5,7.451,0.769
2025-07-19 18:54:04.441568,552.5,7.451,0.769
2025-07-19 18:54:11.470754,552.5,7.45,0.769
2025-07-19 18:54:18.498202,552.5,7.45,0.769
2025-07-19 18:54:25.526592,552.5,7.449,0.769
2025-07-19 18:54:32.552733,552.5,7.448,0.769
2025-07-19 18:54:39.570424,552.5,7.448,0.769
2025-07-19 18:54:46.593559,552.5,7.448,0.769
2025-07-19 18:54:53.602229,552.5,7.448,0.769
2025-07-19 18:55:00.619316,552.5,7.447,0.769
2025-07-19 18:55:07.637480,552.5,7.447,0.769
2025-07-19 18:55:14.653751,552.5,7.446,0.769
2025-07-19 18:55:21.678216,552.5,7.446,0.769
2025-07-19 18:55:28.688648,552.5,7.445,0.769
2025-07-19 18:55:35.712996,552.5,7.445,0.769
2025-07-19 18:55:42.729791,552.5,7.445,0.769
2025-07-19 18:55:49.747212,552.5,7.445,0.769
2025-07-19 18:55:56.754624,552.5,7.444,0.769
2025-07-19 18:56:03.781156,552.5,7.446,0.769
2025-07-19 18:56:10.798703,552.6,7.446,0.769
2025-07-19 18:56:17.819431,552.6,7.445,0.769
2025-07-19 18:56:24.854275,552.6,7.445,0.769
2025-07-19 18:56:31.864940,552.6,7.445,0.769
2025-07-19 18:56:38.890481,552.6,7.444,0.769
2025-07-19 18:56:45.907850,552.7,7.444,0.769
2025-07-19 18:56:52.936564,552.7,7.443,0.769
2025-07-19 18:56:59.956209,552.7,7.443,0.769
2025-07-19 18:57:06.982775,552.7,7.443,0.769
2025-07-19 18:57:14.000367,552.7,7.442,0.769
2025-07-19 18:57:21.026871,552.7,7.442,0.769
2025-07-19 18:57:28.044432,552.7,7.441,0.769
2025-07-19 18:57:35.072951,552.7,7.441,0.769
2025-07-19 18:57:42.108354,552.7,7.441,0.769
2025-07-19 18:57:49.116995,552.7,7.44,0.769
2025-07-19 18:57:56.134387,552.7,7.44,0.769
2025-07-19 18:58:03.150985,552.7,7.437,0.769
2025-07-19 18:58:10.169052,552.7,7.436,0.769
2025-07-19 18:58:17.193927,552.7,7.434,0.769
2025-07-19 18:58:24.211760,552.6,7.433,0.769
2025-07-19 18:58:31.227614,552.6,7.433,0.769
2025-07-19 18:58:38.257684,552.6,7.433,0.769
2025-07-19 18:58:45.282444,552.6,7.432,0.769
2025-07-19 18:58:52.301225,552.6,7.432,0.769
2025-07-19 18:58:59.321163,552.6,7.431,0.769
2025-07-19 18:59:06.344322,552.6,7.431,0.769
2025-07-19 18:59:13.363737,552.6,7.431,0.769
2025-07-19 18:59:20.390681,552.6,7.43,0.769
2025-07-19 18:59:27.398630,552.6,7.43,0.769
2025-07-19 18:59:34.423845,552.6,7.429,0.769
2025-07-19 18:59:41.442173,552.6,7.428,0.769
2025-07-19 18:59:48.467118,552.6,7.428,0.769
2025-07-19 18:59:55.482288,552.6,7.427,0.769
2025-07-19 19:00:02.500831,552.6,7.427,0.769
2025-07-19 19:00:09.526601,552.6,7.426,0.769
2025-07-19 19:00:16.536203,552.6,7.426,0.769
2025-07-19 19:00:23.560786,552.6,7.425,0.769
2025-07-19 19:00:30.579153,552.6,7.425,0.769
2025-07-19 19:00:37.608454,552.6,7.425,0.769
2025-07-19 19:00:44.628150,552.6,7.424,0.769
2025-07-19 19:00:51.648326,552.6,7.424,0.769
2025-07-19 19:00:58.663886,552.6,7.423,0.769
2025-07-19 19:01:05.682088,552.6,7.423,0.769
2025-07-19 19:01:12.706239,552.6,7.423,0.769
2025-07-19 19:01:19.727149,552.6,7.422,0.769
2025-07-19 19:01:26.751585,552.6,7.422,0.769
2025-07-19 19:01:33.769887,552.7,7.421,0.769
2025-07-19 19:01:40.789203,552.7,7.421,0.769
2025-07-19 19:01:47.805826,552.7,7.421,0.769
2025-07-19 19:01:54.824421,552.7,7.42,0.769
2025-07-19 19:02:01.840972,552.7,7.42,0.769
2025-07-19 19:02:08.860460,552.7,7.419,0.769
2025-07-19 19:02:15.885072,552.7,7.419,0.769
2025-07-19 19:02:22.905310,552.7,7.418,0.769
2025-07-19 19:02:29.932678,552.7,7.418,0.769
2025-07-19 19:02:36.940306,552.7,7.418,0.769
2025-07-19 19:02:43.967939,552.7,7.418,0.769
2025-07-19 19:02:50.982979,552.7,7.417,0.769
2025-07-19 19:02:58.009347,552.7,7.417,0.769
2025-07-19 19:03:05.027901,552.7,7.416,0.769
2025-07-19 19:03:12.053484,552.7,7.431,0.769
2025-07-19 19:03:19.077989,552.8,7.43,0.769
2025-07-19 19:03:26.096357,552.8,7.43,0.769
2025-07-19 19:03:33.113748,552.8,7.429,0.769
2025-07-19 19:03:40.140019,552.8,7.429,0.769
2025-07-19 19:03:47.168491,552.8,7.428,0.769
2025-07-19 19:03:54.183578,552.8,7.428,0.769
2025-07-19 19:04:01.212311,552.8,7.428,0.769
2025-07-19 19:04:08.238646,552.8,7.427,0.769
2025-07-19 19:04:15.248325,552.8,7.427,0.769
2025-07-19 19:04:22.274655,552.8,7.426,0.769
2025-07-19 19:04:29.294107,552.8,7.426,0.769
2025-07-19 19:04:36.321770,552.8,7.425,0.769
2025-07-19 19:04:43.346738,552.8,7.425,0.769
2025-07-19 19:04:50.366413,552.9,7.424,0.769
2025-07-19 19:04:57.386252,552.8,7.424,0.769
2025-07-19 19:05:04.421123,552.9,7.423,0.769
2025-07-19 19:05:11.436790,552.9,7.423,0.769
2025-07-19 19:05:18.446132,552.9,7.422,0.769
2025-07-19 19:05:25.462495,552.9,7.422,0.769
2025-07-19 19:05:32.492027,552.9,7.422,0.769
2025-07-19 19:05:39.511553,552.9,7.421,0.769
2025-07-19 19:05:46.526463,552.9,7.42,0.769
2025-07-19 19:05:53.542601,552.9,7.42,0.769
2025-07-19 19:06:00.561265,552.9,7.42,0.769
2025-07-19 19:06:07.581578,552.9,7.419,0.769
2025-07-19 19:06:14.608147,552.9,7.419,0.769
2025-07-19 19:06:21.624704,552.9,7.418,0.769
2025-07-19 19:06:28.650533,552.9,7.418,0.769
2025-07-19 19:06:35.674762,552.9,7.418,0.769
2025-07-19 19:06:42.681976,552.9,7.418,0.769
2025-07-19 19:06:49.708618,552.9,7.417,0.769
2025-07-19 19:06:56.729216,552.9,7.417,0.769
2025-07-19 19:07:03.754689,552.9,7.416,0.769
2025-07-19 19:07:10.761874,552.9,7.416,0.769
2025-07-19 19:07:17.787479,553.0,7.415,0.769
2025-07-19 19:07:24.795353,552.9,7.415,0.769
2025-07-19 19:07:31.813847,553.0,7.414,0.769
2025-07-19 19:07:38.838375,553.0,7.414,0.769
2025-07-19 19:07:45.856527,553.0,7.414,0.769
2025-07-19 19:07:52.883031,553.0,7.413,0.769
2025-07-19 19:07:59.893555,553.0,7.413,0.769
2025-07-19 19:08:06.918221,553.0,7.413,0.769
2025-07-19 19:08:13.928563,553.0,7.412,0.769
2025-07-19 19:08:20.947834,553.0,7.412,0.769
2025-07-19 19:08:27.964723,553.0,7.411,0.769
2025-07-19 19:08:34.983210,553.0,7.411,0.769
2025-07-19 19:08:42.017886,553.0,7.41,0.769
2025-07-19 19:08:49.025947,553.0,7.41,0.769
2025-07-19 19:08:56.052683,553.0,7.41,0.769
2025-07-19 19:09:03.068047,553.0,7.409,0.769
2025-07-19 19:09:10.102393,553.0,7.409,0.769
2025-07-19 19:09:17.109802,553.0,7.408,0.769
2025-07-19 19:09:24.138194,553.0,7.408,0.769
2025-07-19 19:09:31.163698,553.0,7.408,0.769
2025-07-19 19:09:38.190400,553.0,7.407,0.769
2025-07-19 19:09:45.214929,553.0,7.407,0.769
2025-07-19 19:09:52.224407,553.0,7.407,0.769
2025-07-19 19:09:59.259680,553.0,7.406,0.769
2025-07-19 19:10:06.267323,553.0,7.406,0.769
2025-07-19 19:10:13.284450,553.0,7.405,0.769
2025-07-19 19:10:20.301172,553.0,7.405,0.769
2025-07-19 19:10:27.323251,553.0,7.405,0.769
2025-07-19 19:10:34.352946,553.0,7.404,0.769
2025-07-19 19:10:41.373539,553.0,7.404,0.769
2025-07-19 19:10:48.396482,553.0,7.403,0.769
2025-07-19 19:10:55.404831,553.0,7.403,0.769
2025-07-19 19:11:02.440408,553.0,7.403,0.769
2025-07-19 19:11:09.457914,553.0,7.402,0.769
2025-07-19 19:11:16.477161,553.0,7.402,0.769
2025-07-19 19:11:23.502641,553.0,7.401,0.769
2025-07-19 19:11:30.526014,553.0,7.401,0.769
2025-07-19 19:11:37.552443,553.0,7.4,0.769
2025-07-19 19:11:44.570753,553.0,7.4,0.769
2025-07-19 19:11:51.585838,553.0,7.4,0.769
2025-07-19 19:11:58.615424,553.0,7.399,0.769
2025-07-19 19:12:05.633577,553.0,7.399,0.769
2025-07-19 19:12:12.662401,553.0,7.398,0.769
2025-07-19 19:12:19.680969,553.0,7.398,0.769
2025-07-19 19:12:26.705727,553.0,7.398,0.769
2025-07-19 19:12:33.724950,553.0,7.397,0.769
